dataset_row_zero_based,mol_id,failing_operation,atom_index,exception_type,message,rdkit_version
69102,7498,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
69642,0,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
69813,23992,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
69857,10114,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
69986,44006,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
70958,96469,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
71170,71993,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
71441,57159,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
71553,41199,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
72108,76463,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
72987,90083,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
73396,49514,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
73402,53737,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
73404,30080,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
73464,81102,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
73508,25802,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
73839,41919,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
74221,1181,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
74793,30452,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
74849,68606,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
74913,25807,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
75324,72939,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
75426,31721,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
76725,31838,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
77385,93993,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
77665,98786,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
78219,4666,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
78679,64225,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
78692,75835,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
79982,37468,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
80851,74463,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
81114,47295,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
81243,15446,Chem.RemoveHs,7,AtomValenceException,"Explicit valence for atom # 7 C, 4, is greater than permitted",2026.03.4
81423,10944,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
81497,34214,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
81906,88220,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
82445,35783,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
82600,53181,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
82994,70075,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
83583,36404,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
83699,94185,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
83756,84739,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
84205,5272,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
84347,96952,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
84537,19683,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
84762,5018,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
84804,8393,Chem.RemoveHs,7,AtomValenceException,"Explicit valence for atom # 7 C, 4, is greater than permitted",2026.03.4
84807,71505,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
85328,73282,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
86217,85842,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
86226,13239,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
86689,62903,Chem.RemoveHs,7,AtomValenceException,"Explicit valence for atom # 7 C, 4, is greater than permitted",2026.03.4
87005,48340,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
87611,89981,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
88181,43926,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
89042,98219,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
89265,378,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
89384,97353,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
89745,32082,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
90337,26075,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
90944,91607,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
90957,93953,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
91641,12926,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
91927,57303,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
93176,1337,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
93372,17189,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
93450,30284,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
93509,66055,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
93739,63922,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
94543,89381,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
94700,9775,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
95108,66341,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
95239,27941,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
95248,22601,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
95470,39244,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
95880,23802,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
95892,70762,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
96628,83688,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
96732,18349,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
97192,78514,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
97341,49294,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
97386,51875,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
97568,59970,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
97573,59358,Chem.RemoveHs,7,AtomValenceException,"Explicit valence for atom # 7 C, 4, is greater than permitted",2026.03.4
98611,90112,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
98631,43013,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
98832,47496,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
98837,35150,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
98985,107280,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
99344,109367,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
99769,103268,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
99812,105699,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
100133,107879,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
100276,113031,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
100351,104634,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
100846,102099,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
101898,110368,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
101934,101934,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
102042,102176,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
102081,102865,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
102647,101426,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
102688,112593,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
103944,104079,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
104235,105952,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
104817,103445,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
104870,102775,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
105729,102917,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
105982,112560,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
106744,114135,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
106956,111289,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
106999,103151,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
107093,99762,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
107174,103586,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
107422,111999,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
108034,114700,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
108113,101886,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
108409,103783,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
108574,109910,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
109092,100341,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
109635,115123,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
109877,105941,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
110523,103221,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
111102,100828,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
111254,109671,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
111360,105827,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
111394,106599,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
111819,115372,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
111926,104982,Chem.RemoveHs,4,AtomValenceException,"Explicit valence for atom # 4 C, 4, is greater than permitted",2026.03.4
111964,115860,Chem.RemoveHs,5,AtomValenceException,"Explicit valence for atom # 5 C, 4, is greater than permitted",2026.03.4
112016,107727,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
112067,109860,Chem.RemoveHs,3,AtomValenceException,"Explicit valence for atom # 3 C, 4, is greater than permitted",2026.03.4
112229,105282,Chem.RemoveHs,7,AtomValenceException,"Explicit valence for atom # 7 C, 4, is greater than permitted",2026.03.4
112563,105635,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
112779,114119,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
112855,105911,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
113214,110076,Chem.RemoveHs,6,AtomValenceException,"Explicit valence for atom # 6 C, 4, is greater than permitted",2026.03.4
113770,105909,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
113811,110130,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
113913,114545,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
114156,102286,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
114518,103778,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
114596,113264,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
114629,112858,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
114853,113234,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
114876,110467,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
115056,103604,Chem.RemoveHs,2,AtomValenceException,"Explicit valence for atom # 2 C, 4, is greater than permitted",2026.03.4
115127,100357,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
115251,100056,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
116369,113952,Chem.RemoveHs,1,AtomValenceException,"Explicit valence for atom # 1 C, 4, is greater than permitted",2026.03.4
